dates,rainfall
<<<<<<< HEAD
2024-03-14,1.1823381365448058e-6
2024-02-20,6.323536906879886e-5
2024-01-01,75.31741533539314
2024-01-26,107.40014327876477
2024-03-14,0.07437368249986746
2024-01-15,3.652890543664208e-5
2024-03-08,2160.7822771251617
2024-02-28,1.017511123018563e-5
2024-01-20,1640.3318980151573
2024-02-10,4.24180916910978
2024-02-04,621.8179257912408
2024-03-03,0.3336280777513908
2024-03-09,0.0035221029567093355
2024-01-07,50.19194888181218
2024-03-10,0.8511589016446064
2024-01-05,4.6545791855550736
2024-01-18,769.0353831208186
2024-01-08,47.71059643199367
2024-02-24,0.02031286437570682
2024-02-16,63.85698018288069
2024-01-20,8.730726794458194
2024-01-10,445.9897162534084
2024-01-12,7.290006126760585
2024-01-23,265.7188266603339
2024-03-05,0.003397825396826476
2024-01-30,3.2282169846518645e-5
2024-01-15,167.4008703242336
2024-03-01,1.2410357705423766e-9
2024-01-16,538.2709395798946
2024-01-31,18.455813500259126
2024-02-20,0.24704274553556063
2024-02-14,587.3051458904957
2024-03-07,1.8441971315162
2024-02-20,6.096558345599144
2024-03-10,191.30331475391952
2024-02-29,151.99438875259617
2024-01-05,127.63627131466745
2024-01-31,443.8171059684218
2024-01-17,0.007913329299857521
2024-01-02,0.009723298434462228
2024-01-19,0.9667723247154971
2024-02-04,49.219778530235736
2024-01-23,0.4610383973362293
2024-01-31,44.94380176492417
2024-03-08,1.4269300872289679
2024-02-06,319.15230121999946
2024-02-07,0.1700458448467776
2024-02-17,2787.903290302993
2024-02-18,533.8724315668346
2024-01-08,7.688261659115826e-4
2024-02-11,535.4928766826455
2024-02-21,3.7331248447219254
2024-02-17,177.18492118092428
2024-02-03,0.9940207375261679
2024-01-13,12.333883040123727
2024-01-18,147.1391212132481
2024-02-04,0.00555106771417646
2024-03-01,21.3794343236724
2024-03-14,51.38715194832687
2024-02-16,0.06291908871024851
2024-01-10,320.8171944490501
2024-02-02,0.15203428550299092
2024-03-02,145.36812446305473
2024-02-09,0.5077009521945222
2024-03-12,238.52152779182367
2024-02-13,1.4324163789845567e-9
2024-02-08,1.8798957084763814
2024-03-05,4.816338076658395e-5
2024-01-25,671.2774258999551
2024-02-04,6.518016821897645
2024-03-04,15.428439205312316
2024-01-04,5.483845358636031
2024-03-06,16.296536626938742
2024-02-12,1.7672009271154046e-4
2024-03-11,49.597076167545936
2024-02-19,17.163014664364766
2024-02-22,57.03887896288041
2024-03-06,0.1804035644509115
2024-02-02,32.58676752106135
2024-03-11,6.734837699456907
2024-02-04,7.150794025294638e-5
2024-02-19,7.621603171914542e-4
2024-01-15,333.28426934351586
2024-01-03,0.018117572511618805
2024-02-05,4.8868371914075155
2024-02-14,456.0507717865428
2024-03-04,3.2021393845964818e-9
2024-01-31,3.611058675725156
2024-01-29,346.9727600726517
2024-01-24,95.73408833813016
2024-01-05,15.776387412199725
2024-01-15,482.2516397202584
2024-01-28,489.18767545654913
2024-01-14,0.23730873813841413
2024-02-05,17.000182234374506
2024-02-07,2651.750541710101
2024-03-07,7.951229005988326e-11
2024-01-03,85.25199208301004
2024-02-17,1.2382271685667389e-6
2024-01-03,5.183664937000303
=======
2024-03-14,0.35828135961259155
2024-02-20,0.3862941073942476
2024-01-01,0.11207961016416018
2024-01-26,0.03384709513567245
2024-03-14,0.22632432893083565
2024-01-15,0.06231281851143316
2024-03-08,0.03585142029587076
2024-02-28,0.35153788872971
2024-01-20,0.09240492674353505
2024-02-10,0.001610462995093601
2024-02-04,0.09894224885449604
2024-03-03,0.44631012560018113
2024-03-09,0.08809762279929066
2024-01-07,0.034385142965973246
2024-03-10,0.08399183060420258
2024-01-05,0.3378879932143303
2024-01-18,1.3283082053738304
2024-01-08,0.23670627238036898
2024-02-24,0.3202198515124548
2024-02-16,0.6012101367417267
2024-01-20,0.5771134707786085
2024-01-10,0.3152418026358245
2024-01-12,0.10747822247704655
2024-01-23,0.03275346206483853
2024-03-05,0.04886840115519843
2024-01-30,0.08010880465919479
2024-01-15,0.061911127805179524
2024-03-01,0.19612387176589557
2024-01-16,0.1856584686966914
2024-01-31,0.2890812773059012
2024-02-20,0.10103180497173217
2024-02-14,0.16040815808209824
2024-03-07,0.15850031006279797
2024-02-20,0.4893038872244737
2024-03-10,0.13021489893801677
2024-02-29,0.37096384975498975
2024-01-05,0.006257971036267091
2024-01-31,0.25323125170810584
2024-01-17,0.029186648475667265
2024-01-02,0.41366323938862104
2024-01-19,0.3144740386353575
2024-02-04,0.07032262081405326
2024-01-23,0.17944143837908563
2024-01-31,0.20558765994239125
2024-03-08,0.1667544038462808
2024-02-06,0.2748512749859075
2024-02-07,0.14215167845395535
2024-02-17,0.31211454840136815
2024-02-18,0.02105958617737618
2024-01-08,0.17307099820777655
2024-02-11,0.024975684462038062
2024-02-21,0.19336997796463148
2024-02-17,0.043559726329994594
2024-02-03,0.43620345117373027
2024-01-13,0.32392837432194227
2024-01-18,0.05707710724433514
2024-02-04,0.0584753687969924
2024-03-01,0.06008505142139886
2024-03-14,0.046419431071159985
2024-02-16,0.11872650450025347
2024-01-10,0.45347827920689443
2024-02-02,0.3400876607753319
2024-03-02,0.08022748504703464
2024-02-09,0.14639817867918037
2024-03-12,0.08989773712669014
2024-02-13,0.017061184348813478
2024-02-08,0.08224912975189369
2024-03-05,0.10272216304852916
2024-01-25,0.026539350411795726
2024-02-04,0.038703934175399565
2024-03-04,0.2574478750081816
2024-01-04,0.42048649846840624
2024-03-06,0.3487971050581506
2024-02-12,0.013255859156002157
2024-03-11,0.1226107588145507
2024-02-19,0.6496842568522643
2024-02-22,0.5248259945038497
2024-03-06,0.2924897054670868
2024-02-02,0.24236413228523473
2024-03-11,0.28002529606625975
2024-02-04,0.21270586243297285
2024-02-19,0.06385909162775671
2024-01-15,0.2997594867349924
2024-01-03,0.30167901849904116
2024-02-05,0.03235481717030297
2024-02-14,0.2600091413690632
2024-03-04,0.06411120204492086
2024-01-31,0.6823549591508865
2024-01-29,0.0310456078697533
2024-01-24,0.5095139050834406
2024-01-05,0.07494173840217161
2024-01-15,0.33925613936514004
2024-01-28,0.03397675922868711
2024-01-14,0.5441484014422429
2024-02-05,0.03970231925692894
2024-02-07,0.2290903662712096
2024-03-07,0.07794217112927149
2024-01-03,0.2250280465048876
2024-02-17,0.06664018428915067
2024-01-03,0.05792917094444602
>>>>>>> 4975f1b355327449de4b58c2667db3b8385bb1f7
